mol_id,smiles,stage1_label,scaffold
XS843149a,CC=1C=C(N)N=C(N1)SCC(=O)N2C=3C=CC=CC3CCC2C,0,O=C(CSc1ncccn1)N1CCCc2ccccc21
XS500395b,O=C(CN1CCCCC(O)C1=O)NC=2C=NN(C2)C=3C=CC=CC3,0,O=C(CN1CCCCCC1=O)Nc1cnn(-c2ccccc2)c1
MR045844c,CC1=CC=C(O1)C2CSCCN2C(=O)C=3C=C4N=CC=CN4N3,1,O=C(c1cc2ncccn2n1)N1CCSCC1c1ccco1
XS838219b,CC(CNS(=O)(=O)CCCF)C=1C(Cl)=CC=CC1Cl,0,c1ccccc1
XS127715b,O=C(NC1CCCC=2C=CC=CC21)C=3C=NC=C(Br)C3,0,O=C(NC1CCCc2ccccc21)c1cccnc1
XS680773b,CC(NC(=O)NC=1C=CC=C(Cl)C1)C=2C=CC=3NC(=O)CC3C2,1,O=C1Cc2cc(CNC(=O)Nc3ccccc3)ccc2N1
XS843155a,O=C(CC1=CNC=2C=CC=CC12)N3CCN(CC3)C4CCOC4=O,1,O=C1OCCC1N1CCN(C(=O)Cc2c[nH]c3ccccc23)CC1
XS843156a,CC(C1CC1)N(C(=O)CN2C(=O)ON=C2C=3N=CC=CN3)C4CC4,0,O=C(Cn1c(-c2ncccn2)noc1=O)N(CC1CC1)C1CC1
XS624222b,COCC=1C=CC=C(C1)CN2N=C(C)C(=C2C)C3CCCC(=O)N3,1,O=C1CCCC(c2cnn(Cc3ccccc3)c2)N1
XS836792b,COC=1N=CC(=CC1Cl)C(C)NC=2C=CC=3CCNC(=O)C3C2,1,O=C1NCCc2ccc(NCc3cccnc3)cc21
XS843152a,CCN1C=NN=C1CNC(=O)C=2C=CC=CC2OCC3CCCO3,0,O=C(NCc1nnc[nH]1)c1ccccc1OCC1CCCO1
XS827038b,CC1=CC=C(CNC(=O)C2CC(=O)N(CC=3C=CC=CN3)C2)S1,1,O=C(NCc1cccs1)C1CC(=O)N(Cc2ccccn2)C1
XS842492b,CC(NC(=O)C=1C=CNN1)C=2C=CC(OC=3C=CC=NC3)=C(F)C2,1,O=C(NCc1ccc(Oc2cccnc2)cc1)c1cc[nH]n1
XS837591b,COC=1C=CC(=CC1)COCCN(C)C(C)CC=2C=CC(O)=CC2,0,c1ccc(CCNCCOCc2ccccc2)cc1
XS584713b,CCC(NC(=O)C=1C=NN(C1C)C(C)C)(C(=O)O)C=2C=CC=CC2,0,O=C(NCc1ccccc1)c1cn[nH]c1
XS843163a,CC(C)CC=1C=CC(=CC1)C(C)NC(=O)CSC2=NC=CN2C,1,O=C(CSc1ncc[nH]1)NCc1ccccc1
XS843160a,CN1C=C(C(=O)NC2CC(=O)N(C)C2)C(=N1)C=3C=CC=CC3Cl,0,O=C1CC(NC(=O)c2c[nH]nc2-c2ccccc2)CN1
XS843172a,C=1SC(=NC1CN2CCCC2CC=3C=CC=CC3)C=4N=CC=CN4,1,c1ccc(CC2CCCN2Cc2csc(-c3ncccn3)n2)cc1
XS843158a,CCC(C)(C)NC(=O)CS(=O)CC1=CC(=NO1)C=2C=CC=CC2,0,c1ccc(-c2ccon2)cc1
XS843171a,COC=1C=CC=C(C1)C(=O)N2N=C(CC2C3=CC=CO3)C4=CC=CO4,1,O=C(c1ccccc1)N1N=C(c2ccco2)CC1c1ccco1
XS842744b,NC1=NN2C=CC=CC2=C1C(=O)NCC3(CO)CCC=4C=CC=CC43,0,O=C(NCC1CCc2ccccc21)c1cnn2ccccc12
XS680664b,CC1=CSC(=N1)C2CCCN(C2)C(=O)CC=3C=CN(N3)C(C)C,1,O=C(Cc1cc[nH]n1)N1CCCC(c2nccs2)C1
XS655878b,COC=1C=CC(=CC1)C2=NC(=CO2)CS(=O)CC3CCCCC3,1,O=S(Cc1coc(-c2ccccc2)n1)CC1CCCCC1
XS843170a,COC=1C=CC(F)=CC1C(C)NC(=O)CN2C=CC(=O)N(C)C2=O,1,O=C(Cn1ccc(=O)[nH]c1=O)NCc1ccccc1
XS841493b,CC(=O)NCC1CCN(C=2N=CN=C3C(F)=C(F)C=CC23)C41CC4,0,c1ccc2c(N3CCCC34CC4)ncnc2c1
XS475199b,CC=1C=CC(=CC1C#N)C(=O)N2CCCC(C2)C3=NN=C4CCCN34,1,O=C(c1ccccc1)N1CCCC(c2nnc3n2CCC3)C1
XS843165a,COC=1C=CC(=CC1OC)C2CCCN2C(=O)C3=CC(Cl)=CN3,1,O=C(c1ccc[nH]1)N1CCCC1c1ccccc1
XS843167a,CCCC(C)NC(=O)CSCC1=NC(=NO1)C=2C=CC=CC2C,1,c1ccc(-c2ncon2)cc1
XS843166a,O=C1OC(=NN1CC(O)COC=2C=CC=CC2F)C3=CC=CS3,1,O=c1oc(-c2cccs2)nn1CCCOc1ccccc1
XS843162a,CCN(C)C(=O)C(C)NC(=O)C(C)(C)C=1C=CC=2OCCOC2C1,1,c1ccc2c(c1)OCCO2
XS843168a,O=C(O)CC(NC(=O)C=1C=C(NN1)C2CC2)C=3C=CC=CC3Cl,1,O=C(NCc1ccccc1)c1cc(C2CC2)[nH]n1
XS839881b,CC1CN(CC2(CCC2)O1)C(=O)C3=CN(C)N=C3C4=CC=CS4,0,O=C(c1c[nH]nc1-c1cccs1)N1CCOC2(CCC2)C1
XS838322b,N#CC=1C=CC=C(C1)CC(N)C(=O)NC=2C=CC=C3NC(=O)C=CC23,0,O=C(CCc1ccccc1)Nc1cccc2[nH]c(=O)ccc12
XS841113b,O=C(NC1=NC=C(S1)S(=O)(=O)F)C2(CC2)C3CCCCO3,1,O=C(Nc1nccs1)C1(C2CCCCO2)CC1
XS839866b,CCC(C)OCC(=O)N1CC(C)(C1)C2=NN=C(O2)C3=CN(C)C=N3,0,c1nc(-c2nnc(C3CNC3)o2)c[nH]1
XS843159a,CC1=NOC(=N1)C(C)N2CCN(CC3=NN=C(C4CC4)N3C)CC2,0,c1noc(CN2CCN(Cc3nnc(C4CC4)[nH]3)CC2)n1
XS843157a,CCCC(=O)NCC1CCCN(C1)C(=O)CC=2C=CC=C(C2)OC,0,O=C(Cc1ccccc1)N1CCCCC1
XS841607b,CC(C(=O)NC=1C=CC2=NSC=C2C1)N3C=CC(=N3)C(F)(F)F,1,O=C(Cn1cccn1)Nc1ccc2nscc2c1
XS843173a,CC1=CC=CN2C(=O)C=C(CNC(C=3C=CC(F)=CC3)C(C)C)N=C12,0,O=c1cc(CNCc2ccccc2)nc2ccccn12
XS823363b,O=C(NCC1CC=2C=CC=CC2O1)C=3C=CC=NC3N4CCCCC4,1,O=C(NCC1Cc2ccccc2O1)c1cccnc1N1CCCCC1
XS695035b,CC=1C=CC=C(C1C)N2CC(CC2=O)C(=O)NCC=3C=CC(F)=CC3,1,O=C(NCc1ccccc1)C1CC(=O)N(c2ccccc2)C1
XS825870b,CC1=C(OC=2C=CC(F)=CC12)C(=O)NC(C)C3=NN=C4C=CC=CN34,1,O=C(NCc1nnc2ccccn12)c1cc2ccccc2o1
XS843177a,COC=1C=C(N=CN1)C2=NOC(=N2)C3CC(C)(C)OC=4C=CC=CC43,1,c1ccc2c(c1)OCCC2c1nc(-c2ccncn2)no1
XS813863b,CC=1C=C(SC1C)C(=O)N(C)C(C)C=2C=CC(=CC2)N3C=NC=N3,1,O=C(NCc1ccc(-n2cncn2)cc1)c1cccs1
XS843185a,CC(=O)NCC1=CC=C(S1)S(=O)(=O)NC(C)C=2C=CC=CC2,0,O=S(=O)(NCc1ccccc1)c1cccs1
XS843181a,O=C(C1NCC=2N=CN=CC21)N3CCCN(CC=4C=CC=CC4)CC3,0,O=C(C1NCc2ncncc21)N1CCCN(Cc2ccccc2)CC1
XS837112b,CCN(CC=1OC=2C=CC=CC2C1Br)CC(C)C(=O)O,0,c1ccc2occc2c1
XS843176a,CC(C)N1CCC(NS(=O)(=O)CC2=NOC=3C=CC=CC23)C1=O,1,O=C1NCCC1NS(=O)(=O)Cc1noc2ccccc12
XS843186a,COC=1C=CC(=CC1)CCC(C)NC(=O)CC2=NOC=3C=CC=CC23,1,O=C(Cc1noc2ccccc12)NCCCc1ccccc1
XS728659b,O=C(C=1C=NN2CCCCC12)N3CCCC(CO)(C3)C=4C=CC=CC4,1,O=C(c1cnn2c1CCCC2)N1CCCC(c2ccccc2)C1
XS618845b,O=C(NC=1C=CC=C(Cl)C1)N2CCCC2C3=NC=4C=CC=CC4N3,0,O=C(Nc1ccccc1)N1CCCC1c1nc2ccccc2[nH]1
XS843179a,CC1=NC=2C=CC(=CC2S1)NC(=O)C(C)NC(=O)C=3C=CC=CC3,1,O=C(CNC(=O)c1ccccc1)Nc1ccc2ncsc2c1
XS843174a,CC1CCCN(C1)S(=O)(=O)C=2C=C(C(=O)NC3CCC3)N(C)C2,0,O=C(NC1CCC1)c1cc(S(=O)(=O)N2CCCCC2)c[nH]1
XS843182a,CC(NC(=O)NCC=1C=CC(=NC1)N2C=CC=N2)C=3C=CC=C(F)C3,1,O=C(NCc1ccccc1)NCc1ccc(-n2cccn2)nc1
XS822042b,O=C(NC1CCCN(C1)C2=NC=CNC2=O)C3=CC=4C=CC=CC4N3,0,O=C(NC1CCCN(c2ncc[nH]c2=O)C1)c1cc2ccccc2[nH]1
XS839517b,CN1C=C(C=2C=CC=CC21)C3CCN(C3)C=4C=NC=C(N4)OCCO,0,c1ccc2c(C3CCN(c4cnccn4)C3)c[nH]c2c1
XS843178a,NC(CNC(=O)C1=CN(N=N1)C=2C=CC=C(C2)C(F)(F)F)C3CC3,0,O=C(NCCC1CC1)c1cn(-c2ccccc2)nn1
XS841445b,NC(=O)C(C=1C=CC=CC1)N2CCN(CC2)C3=NC=CN4C=NC=C34,0,c1ccc(CN2CCN(c3nccn4cncc34)CC2)cc1
XS843184a,CNC(=O)C1CN(CCOC=2C=CC=C(C#N)C2)C=3C=CC=CC3O1,1,c1ccc(OCCN2CCOc3ccccc32)cc1
XS843192a,CCN1CCCC1CNC(=O)C=2C=CC(=O)N(CC=3C=CC=CC3)N2,0,O=C(NCC1CCCN1)c1ccc(=O)n(Cc2ccccc2)n1
XS843198a,CC(NC(=O)C=1C=NC=C(Br)C1)C(=O)N2CCOCC2,0,O=C(NCC(=O)N1CCOCC1)c1cccnc1
XS843189a,CCOC=1C=C(C=CC1C)NC(=O)NC2CCCN3N=C(CC)N=C23,0,O=C(Nc1ccccc1)NC1CCCn2ncnc21
XS840823b,CC(CC1=CC=CS1)C(=O)N2CCN(CC2)C(=O)C=3C=CN=CC3,1,O=C(CCc1cccs1)N1CCN(C(=O)c2ccncc2)CC1
XS841499b,CCOC(=O)C=1C=CN=NC1N2CCC=3C=CC(=CC3C(C)C2)OC,0,c1cnnc(N2CCc3ccccc3CC2)c1
XS843194a,CC=1C=CC(Cl)=CC1NC(=O)C2CC(=O)N(CC=3C=CC=CN3)C2,1,O=C(Nc1ccccc1)C1CC(=O)N(Cc2ccccn2)C1
XS843197a,CNC(=O)C(NC(=O)C=1C=CC(=O)N(CCOC)N1)C=2C=CC=CC2,0,O=C(NCc1ccccc1)c1ccc(=O)[nH]n1
XS843195a,CCCOC=1C=CC=CC1NC(=O)C2CC(=NO2)C=3C=CC=C(F)C3,1,O=C(Nc1ccccc1)C1CC(c2ccccc2)=NO1
XS843196a,COC=1C=CC(=CC1)N2CC(CC2=O)C(=O)NC=3C=CC=NC3OC,1,O=C(Nc1cccnc1)C1CC(=O)N(c2ccccc2)C1
XS837397b,CC1=NC(=NO1)C(C)S(=O)(=O)C2=NC(=CS2)C3CCCCC3,1,O=S(=O)(Cc1ncon1)c1nc(C2CCCCC2)cs1
XS838814b,CN1N=NC(CN2CC(CS2(=O)=O)C=3C=CC=CC3)=C1C(F)F,1,O=S1(=O)CC(c2ccccc2)CN1Cc1c[nH]nn1
XS628045b,CCOC=1C=CC(=CC1)NC(=O)C(C)NC(=O)COC=2C=CC=CC2,1,O=C(COc1ccccc1)NCC(=O)Nc1ccccc1
XS843188a,CCNC(=O)CCC(=O)NC(C)C=1C=CC(=CC1)N2N=C(C)C=C2C,1,c1ccc(-n2cccn2)cc1
XS745371b,CCCN(C(=O)CN1C=NC=N1)C2CCCN(CC=3C=CC=CC3)C2,0,O=C(Cn1cncn1)NC1CCCN(Cc2ccccc2)C1
XS843193a,CCN1C=C(C#N)C(=O)N(CC(O)COC=2C=CC(C)=CC2C)C1=O,1,O=c1cc[nH]c(=O)n1CCCOc1ccccc1
XS176579b,CC1=CN=C(NC(=O)C2CC(=O)N(C2)C=3C=CC=4CCCC4C3)S1,0,O=C(Nc1nccs1)C1CC(=O)N(c2ccc3c(c2)CCC3)C1
XS843191a,O=C(NCC1=CC=CO1)C2CC(=O)N(C2)C=3C=CC=4OCCOC4C3,0,O=C(NCc1ccco1)C1CC(=O)N(c2ccc3c(c2)OCCO3)C1
XS843190a,CC=1C=NN(C1)CC2=CC(=NO2)C(=O)N3CCCC3CN4C=NC=N4,0,O=C(c1cc(Cn2cccn2)on1)N1CCCC1Cn1cncn1
XS708898b,CCC1=CSC(=N1)C2CCCN(C2)C(=O)C=3C=CC=4OCOC4C3,0,O=C(c1ccc2c(c1)OCO2)N1CCCC(c2nccs2)C1
XS839705b,CCCCS(=O)(=O)NC=1C=CC(=CC1)NC(C)C2=NN=C(C)O2,1,c1ccc(NCc2nnco2)cc1
XS693881b,CC=1N=C(SC(C)C=2C=CC(F)=C(Cl)C2)SC1CC(N)=O,0,c1ccc(CSc2nccs2)cc1
XS835311b,COC=1C=C(C=C(C1)C(NCC=2C=NN(C)C2)C3=NC=CN3C)OC,0,c1ccc(C(NCc2cn[nH]c2)c2ncc[nH]2)cc1
XS779336b,CN1CC(C(=O)NCC2(CC2)N3CCOCC3)C=4C=CC=CC4C1=O,0,O=C1NCC(C(=O)NCC2(N3CCOCC3)CC2)c2ccccc21
XS839148b,O=C(CC=1C=CN(N1)C=2C=CC=CC2)NCC3COCC4(CNC4)O3,0,O=C(Cc1ccn(-c2ccccc2)n1)NCC1COCC2(CNC2)O1
XS843187a,CC(C)N(CC(=O)NC1CCS(=O)(=O)C1)C=2C=CC(Cl)=CC2,1,O=C(CNc1ccccc1)NC1CCS(=O)(=O)C1
XS641335b,O=C(NC1CCN(CC=2C=CC=CC2)C1=O)C=3N=CC=C4C=CC=CC34,1,O=C(NC1CCN(Cc2ccccc2)C1=O)c1nccc2ccccc12
XS843204a,CCCN1C=C(C=N1)CNC(C2=NC(=NO2)C(C)C)C3CCOCC3,0,c1noc(C(NCc2cn[nH]c2)C2CCOCC2)n1
XS837888b,CC1=NC(C)=C(S1)C(C)NC(=O)NCC2=CC=3CCCCC3S2,0,O=C(NCc1cncs1)NCc1cc2c(s1)CCCC2
XS843202a,O=C(CN1CCOC(CNC=2C=CC=NN2)C1)NC(C3CC3)C4CC4,0,O=C(CN1CCOC(CNc2cccnn2)C1)NC(C1CC1)C1CC1
XS843207a,CC(C=1C=CC(=CC1)N2C=NC=N2)N(C)C(=O)C3=CC=4C=CC=CC4O3,0,O=C(NCc1ccc(-n2cncn2)cc1)c1cc2ccccc2o1
XS526362b,CCC1=C(C=NN1C=2C=CC=CC2Cl)NC(=O)C3CN(C)CCO3,0,O=C(Nc1cnn(-c2ccccc2)c1)C1CNCCO1
XS840701b,CC1C=2C=CSC2CCN1CC3=NN=C(O3)C=4C=CC=CC4Cl,0,c1ccc(-c2nnc(CN3CCc4sccc4C3)o2)cc1
XS843200a,CC(C)C(=O)N1CCC(CC1)C(=O)N2CCCCCC2C3=CC=CO3,1,O=C(C1CCNCC1)N1CCCCCC1c1ccco1
XS839299b,N#CC=1C=CC(=NN1)N(CCC2CC=CC2)CC(CO)C=3C=CC=CC3,1,C1=CCC(CCN(CCc2ccccc2)c2cccnn2)C1
XS843203a,COC=1C=CC(Cl)=CC1NC(=O)C(C)OC=2C=CC=CC2C(N)=O,1,O=C(COc1ccccc1)Nc1ccccc1
XS832132b,CC(NC=1C=CC=CC1)C(=O)NC=2C=CC=C(C2)S(=O)(=O)N(C)C,1,O=C(CNc1ccccc1)Nc1ccccc1
XS836559b,CC(NC(=O)CC1=CN(C)C=2C=CC=CC12)C=3C=CC=4NC(=O)NC4C3,1,O=C(Cc1c[nH]c2ccccc12)NCc1ccc2[nH]c(=O)[nH]c2c1
XS836610b,O=C1C=2C=CC=CC2NC(C=3C=CNN3)N1C=4C=CC=5OCCOC5C4,1,O=C1c2ccccc2NC(c2cc[nH]n2)N1c1ccc2c(c1)OCCO2
XS137916b,COC=1C=CC(=CC1Cl)NC(=O)CC(NC(C)=O)C=2C=CC=CC2,0,O=C(CCc1ccccc1)Nc1ccccc1
XS403823b,CC1=NC(=NO1)C2CCCN2C(=O)C=3C=NN(C3C)C4CCOCC4,0,O=C(c1cnn(C2CCOCC2)c1)N1CCCC1c1ncon1
XS843199a,CC=1N=C(NC(=O)C2COCC(=O)N2CC=3C=CC=CC3)SC1C,1,O=C(Nc1nccs1)C1COCC(=O)N1Cc1ccccc1
XS843205a,CC(C)C=1C=CC(=CC1)OCCNC(=O)C(C)NC(=O)C2=CC=CO2,1,O=C(CNC(=O)c1ccco1)NCCOc1ccccc1
XS840315b,CC=1C=NC=CC1CN(C)C(=O)C2CCN(C2)S(=O)(=O)C(F)F,0,O=C(NCc1ccncc1)C1CCNC1
XS841542b,CC1=NOC(C)=C1CC(C)NC=2C=CC=C(N2)N3C=NC=4C=CC=CC43,0,c1cc(NCCc2cnoc2)nc(-n2cnc3ccccc32)c1
XS837477b,COC=1C=CC(C(=O)NCC(C)(O)CCO)=C(N)C1Br,1,c1ccccc1
XS155429b,COC=1C=CC=CC1NC(=O)C(C)OC(=O)CCC=2C(C)=NOC2C,0,O=C(COC(=O)CCc1cnoc1)Nc1ccccc1
XS843206a,O=C(NCCNC=1N=CC=CN1)NCC(C2=CC=CO2)N3CCCC3,0,O=C(NCCNc1ncccn1)NCC(c1ccco1)N1CCCC1
XS843201a,CN(CC1CN(CCOC=2C=CC=CC2F)CCO1)C=3C=CC=NN3,0,c1ccc(OCCN2CCOC(CNc3cccnn3)C2)cc1
XS841940b,O=C(NCC(F)C1CCNCC1)C=2C=CC(=CC2Cl)N3C=CC=N3,1,O=C(NCCC1CCNCC1)c1ccc(-n2cccn2)cc1
XS840472b,CC(CC=1C=CC=CC1)OC(=O)CCC2=NC3=C(N2)C(=O)NC(=O)N3C,1,O=C(CCc1nc2[nH]c(=O)[nH]c(=O)c2[nH]1)OCCc1ccccc1
XS843216a,COC=1C=CC(=CC1)C2CCCN2CC(=O)NCCC=3C=CC(F)=CC3,0,O=C(CN1CCCC1c1ccccc1)NCCc1ccccc1
XS843215a,CC1CCCCN1CC=2C=CC=CC2CNC(=O)COC=3C=CC=CC3,0,O=C(COc1ccccc1)NCc1ccccc1CN1CCCCC1
XS843217a,CC1CC=2C=CC=CC2N1CC3=NN=C4N(C)C(=O)C=5SC=CC5N34,0,O=c1[nH]c2nnc(CN3CCc4ccccc43)n2c2ccsc12
XS843213a,O=C(CCCN1C(=O)OC=2C=CC=CC21)NC3CCCC=4C=CC=CC43,1,O=C(CCCn1c(=O)oc2ccccc21)NC1CCCc2ccccc21
XS842419b,CN(CC(=O)N1CCC(CC=2C=NN(C)C2)C1)C=3N=CN=C4N=CNC34,1,O=C(CNc1ncnc2nc[nH]c12)N1CCC(Cc2cn[nH]c2)C1
XS841640b,CC(NC(=O)C=1C=CC(F)=C2CCOC12)C=3C=CC(=CC3)N4C=NC=N4,1,O=C(NCc1ccc(-n2cncn2)cc1)c1cccc2c1OCC2
XS837609b,CC(NC(=O)N1CCOC=2C=CC=C(F)C2C1)C=3C=CC=4NN=CC4C3,1,O=C(NCc1ccc2[nH]ncc2c1)N1CCOc2ccccc2C1
XS393818b,CC=1C=CC=CC1C(C)NC(=O)C=2C=CC(Cl)=C(C2)S(N)(=O)=O,0,O=C(NCc1ccccc1)c1ccccc1
XS406672b,CC1=CC(=O)N(C)C=C1NC(=O)NC(CC2CCCC2)C=3C=CC=CC3,0,O=C(Nc1ccc(=O)[nH]c1)NC(CC1CCCC1)c1ccccc1
XS757104b,O=C(CC1=CNC=2N=CC=CC12)N3CCCC(CO)(C3)C=4C=CC=CC4,1,O=C(Cc1c[nH]c2ncccc12)N1CCCC(c2ccccc2)C1
XS843214a,CC(=O)NC=1C=CC(=CC1)CNC(C2=NC=CN2C)C=3C=CC(F)=CC3,0,c1ccc(CNC(c2ccccc2)c2ncc[nH]2)cc1
XS843212a,CC=1C=C(C=CC1N2CCCC2=O)NC(C)C(=O)NC=3C=CC(F)=CC3,0,O=C(CNc1ccc(N2CCCC2=O)cc1)Nc1ccccc1
XS842362b,CC1=NN(C)C(=C1C(=O)NC2CCC=3C=CC=CC3OC2)N4C=CC=N4,1,O=C(NC1CCc2ccccc2OC1)c1cn[nH]c1-n1cccn1
XS843210a,CC1=NC=2C=CC=CC2C(=O)N1CC(=O)N(C)C(C)C=3C=CC(F)=CC3,0,O=C(Cn1cnc2ccccc2c1=O)NCc1ccccc1
XS843208a,CC(C)N1C(=NC=2C=CC=CC21)C3CCCN(C3)C(=O)C=4C=NC=CN4,0,O=C(c1cnccn1)N1CCCC(c2nc3ccccc3[nH]2)C1
XS843211a,CN1N=CC(C(=O)NCC2CCCN(C2)C(N)=O)=C1CC=3C=CC=CC3,1,O=C(NCC1CCCNC1)c1cn[nH]c1Cc1ccccc1
XS843218a,CN1N=CC=C1C(NC(=O)C2=CC=3C=CC(Cl)=C(F)C3N2)C(=O)O,1,O=C(NCc1ccn[nH]1)c1cc2ccccc2[nH]1
XS841826b,CN1CCN(C(=O)NC2=CN=C3C=CC=CN23)C(C=4C=CC=CC4)C1=O,0,O=C1NCCN(C(=O)Nc2cnc3ccccn23)C1c1ccccc1
XS840985b,O=C(CCC1=NC(=NO1)C2=CC=CO2)OC(C3=CCCC3)C(F)(F)F,1,O=C(CCc1nc(-c2ccco2)no1)OCC1=CCCC1
XS843209a,COC=1C=C(C#N)C=CC1OC(C)C(=O)NCC=2C=CC=3OCOC3C2,0,O=C(COc1ccccc1)NCc1ccc2c(c1)OCO2
XS843219a,CN1C=CN=C1C(NC(=O)C=2C=CC=3NC(=O)COC3C2)C=4C=CC=CC4,0,O=C1COc2cc(C(=O)NC(c3ccccc3)c3ncc[nH]3)ccc2N1
XS774830b,CCC1=C(C=NN1C=2C=CC=C(Cl)C2)C(=O)NC3CCOC(C)(C)C3,1,O=C(NC1CCOCC1)c1cnn(-c2ccccc2)c1
XS843227a,COC=1C=C(C=CC1C(=O)N2CCC=3NC=NC3C2C=4C=CC=CC4)CO,0,O=C(c1ccccc1)N1CCc2[nH]cnc2C1c1ccccc1
XS843229a,CN1N=C(C=C1C(C)(C)C)C(=O)N2CCC(C2)NC=3C=CC=C(Cl)C3,0,O=C(c1cc[nH]n1)N1CCC(Nc2ccccc2)C1
XS444952b,CCC=1N=C(NC(=O)CCN2C(=O)C(C)OC=3C=CC=CC32)SC1C,1,O=C(CCN1C(=O)COc2ccccc21)Nc1nccs1
XS843222a,COC=1C=CC(=CC1)C(CNC(=O)C2=NNC=3C=CC=CC23)N4CCCC4,1,O=C(NCC(c1ccccc1)N1CCCC1)c1n[nH]c2ccccc12
XS843220a,CC(C)C(NC(=O)C=1C=CC(F)=CC1)C(=O)N2CCC=3SC=CC3C2,1,O=C(NCC(=O)N1CCc2sccc2C1)c1ccccc1
XS843223a,CC1CCCN(C1)S(=O)(=O)N2CCC(CC2)NC(=O)C=3C=CC=CC3,1,O=C(NC1CCN(S(=O)(=O)N2CCCCC2)CC1)c1ccccc1
XS836549b,CCC=1OC(C)=CC1C(=O)NC2CCN(C(=O)C=3N=CN(C)N3)C2(C)C,1,O=C(NC1CCN(C(=O)c2nc[nH]n2)C1)c1ccoc1
XS837716b,CN(CC1CCCCC21CCC2)C3=NC=CN4C(=NN=C34)C=5C=NC=CN5,1,c1cnc(-c2nnc3c(NCC4CCCCC45CCC5)nccn23)cn1
XS838164b,CN(CC1CCCN(C1)C(=O)C=2SN=NC2C3CC3)S(C)(=O)=O,0,O=C(c1snnc1C1CC1)N1CCCCC1
XS843228a,CC(NC(=O)COC=1C=C(Cl)C=CC1Cl)C(=O)N2CCOCC2,0,O=C(COc1ccccc1)NCC(=O)N1CCOCC1
XS843224a,CC(C(=O)NC=1C=CC=C(C1)NC(=O)CC=2C=CC(F)=CC2)N3C=CC=N3,1,O=C(Cc1ccccc1)Nc1cccc(NC(=O)Cn2cccn2)c1
XS836486b,CC(CO)(NC(=O)C=1C=CN=C2N=NNC12)C=3C=CC=C(C3)C(F)(F)F,0,O=C(NCc1ccccc1)c1ccnc2nn[nH]c12
XS423604b,O=C(NC=1C=CC(F)=CC1)N2CCCC(C2)C3=NN=C4CCCCCN34,0,O=C(Nc1ccccc1)N1CCCC(c2nnc3n2CCCCC3)C1
XS836746b,CC=1C=CC(=CC1)S(=O)(=O)N(C)CC(=O)NNC(=O)C2CC=CCC2,1,O=C(CNS(=O)(=O)c1ccccc1)NNC(=O)C1CC=CCC1
XS074923c,COC=1C=CC(=CC1)S(=O)(=O)NC(C)C=2C=CC(=CC2)N3C=CN=C3,1,O=S(=O)(NCc1ccc(-n2ccnc2)cc1)c1ccccc1
XS843221a,CC=1C=C(C=CC1Cl)OCC(=O)N(C)CC2COC=3C=CC=CC3O2,0,O=C(COc1ccccc1)NCC1COc2ccccc2O1
XS330437b,CCOC=1C=CC=CC1C=2C=CC=C(C2)C(=O)NC(CCOC)C(=O)O,0,c1ccc(-c2ccccc2)cc1
EL001993c,O=C(NCC1CCCC2(CCOCC2)O1)C3=NN(C=C3Cl)C(F)F,0,O=C(NCC1CCCC2(CCOCC2)O1)c1cc[nH]n1
XS841098b,COC=1C=CC(=CC1Cl)N(C#N)C(C)C(=O)N2CCN(CC2)C(C)=O,1,O=C(CNc1ccccc1)N1CCNCC1
XS843226a,CC=1C=NN(C)C1C(=O)NCC(C2=CNC=3C=CC=CC23)C=4C=CC=CC4,1,O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)c1ccn[nH]1
XS839608b,CC1CC=2C=C(C=C(Cl)C2O1)CC3=NC4=CN(N=C4C(=O)N3)C(F)F,1,O=c1[nH]c(Cc2ccc3c(c2)CCO3)nc2c[nH]nc12
XS843225a,COCCOC=1C=CC(=CC1OC)C(C)NC(=O)CC=2C(C)=NOC2C,1,O=C(Cc1cnoc1)NCc1ccccc1
DR002926c,C=C1COCC1NC(=O)C(=O)N(CCO)CC=2C=CC(Cl)=C(Cl)C2,1,C=C1COCC1NC(=O)C(=O)NCc1ccccc1
XS839010b,FCC1(CNC=2C=C(C=3C=CC=CC3)N4N=CN=C4N2)CC51CCOCC5,1,c1ccc(-c2cc(NCC3CC34CCOCC4)nc3ncnn23)cc1
XS837706b,CC1CN(CCN1C(=O)C2=CN=C3C=CC=CN3C2=O)C=4C=CC(F)=CN4,1,O=C(c1cnc2ccccn2c1=O)N1CCN(c2ccccn2)CC1
XS635896b,CC(OC=1C=CC(Br)=CC1)C(=O)NCC2=NC(=CS2)CO,1,O=C(COc1ccccc1)NCc1nccs1
XS057963g,CCC1C=2C=CSC2CCN1CC3=NC=4C=CC(Cl)=CC4N3CCO,1,c1ccc2[nH]c(CN3CCc4sccc4C3)nc2c1
XS612947b,CC(C)N1C=C2CCCC(NC(=O)C3CCN(CC(F)(F)F)CC3)C2=N1,0,O=C(NC1CCCc2c[nH]nc21)C1CCNCC1
XS843234a,CCC1=CC(=CC(=O)N1)C(=O)N2CCC(C2)(C3=NC(C)=NO3)C(F)(F)F,0,O=C(c1cc[nH]c(=O)c1)N1CCC(c2ncno2)C1
