,SGC ID for Component,Comp Acc Mass,mz,SMILES,IA,IA_Peak1,IA_Peak2,IA_Rs,IA_ΔRT,IA_Mean RT,k1,k2,IA_α,IB,IB_Peak1,IB_Peak2,IB_Rs,IB_ΔRT,IB_Mean RT,k1,k2,IB_α,IC,IC_Peak1,IC_Peak2,IC_Rs,IC_ΔRT,IC_Mean RT,k1,k2,IC_α,IG,IG_Peak1,IG_Peak2,IG_Rs,IG_ΔRT,IG_Mean RT,k1,k2,IG_α
96,XS843092a,292.1245489,293.1318339,O=C(NC1CCCCNC1=O)C2=CSC=3CCCCC23,GREEN,16.067,22.783,13.432,6.716,19.425,31.134,44.566,1.431425451,single,,,,,,,,,GREEN,15.155,15.555,0.8,0.4,15.355,29.31,31.11,1.061412487,single,,,,,,,,
97,XS843089a,296.1160924,297.1233774,CC=1C=CC(=CC1)NC(=O)C(C)N2C(=O)OC=3C=CC=CC32,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
98,XS843086a,288.1473925,289.1546775,CC(=O)N1CCCN(CC1)C(=O)C2COC=3C=CC=CC32,RED,,,,,,,,,single,,,,,,,,,GREEN,14.46,17.882,6.844,3.422,16.171,27.92,35.764,1.280945559,RED,,,,,,,,
99,XS840670b,296.0134742,297.0207592,O=C(NC=1C=NNC1)C2CC(=NO2)C3=CC=C(Cl)S3,GREEN,11.251,14.567,6.632,3.316,12.909,21.502,28.134,1.308436425,check,,,,,,,,,GREEN,12.773,18.729,11.912,5.956,15.751,24.546,37.458,1.526032755,GREEN,14.062,20.668,13.212,6.606,17.365,27.124,40.336,1.487096298
100,XS746901b,290.1088988,291.1161838,CC1=CSC(=N1)C2COCCN2CC=3C=CC=C(O)C3,single,,,,,,,,,GREEN,9.117,9.403,0.572,0.286,9.26,17.234,17.806,1.033190205,GREEN,9.799,10.069,0.54,0.27,9.934,18.598,20.138,1.082804603,GREEN,11.361,12.366,2.01,1.005,11.8635,21.722,23.732,1.092532916
101,XS677064b,290.1378904,291.1451754,CC1=CC=C(O1)C(=O)N2CCCC(O)(CN3C=CN=N3)C2,GREEN,7.441,8.187,1.492,0.746,7.814,13.882,15.374,1.107477309,GREEN,7.065,7.267,0.404,0.202,7.166,13.13,13.534,1.030769231,single,,,,,,,,,GREEN,10.092,12.193,4.202,2.101,11.1425,19.184,23.386,1.219036697
102,XS843090a,295.1433102,296.1505952,O=C(C=1C=CC2=CN=CN2C1)N3CCCCC3C4=NC=CN4,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
103,XS840712b,287.1445333,288.1518183,CC1(CCCCC1(F)F)C2=NC(=NO2)N3CCOCC3,GREEN,12.372,13.368,1.992,0.996,12.87,23.744,25.736,1.083894879,single,,,,,,,,,single,,,,,,,,,GREEN,19.715,20.879,2.328,1.164,20.297,38.43,40.758,1.060577674
104,XS843088a,293.0488567,294.0561417,CCOC=1C=CC(Cl)=CC1S(=O)(=O)NCC(C)O,check,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,10.783,11.207,0.848,0.424,10.995,20.566,21.414,1.041233103
105,XS331669b,289.1174893,290.1247743,O=C(C=1C=CC(O)=NC1)N2CCOC(CN3C=CN=N3)C2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
106,XS843085a,287.1746103,288.1818953,CC=1N=NC(=C(C#N)C1C)N2CCC(C2)N3CCOCC3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,check,,,,,,,,
107,XS843095a,295.1120903,296.1193753,O=C1CCC(N1)C=2C=CC(=CC2)C3=NNC=4C=CC=C(F)C34,GREEN,14.962,15.824,1.724,0.862,15.393,28.924,30.648,1.059604481,GREEN,13.981,14.18,0.398,0.199,14.0805,26.962,27.36,1.014761516,GREEN,14.663,14.939,0.552,0.276,14.801,28.326,29.878,1.054790652,GREEN,21.625,22.816,2.382,1.191,22.2205,42.25,44.632,1.056378698
108,XS843091a,287.1092332,288.1165182,O=C1NCCCCC1SC2=NC(=CN2)C=3C=CC=CC3,GREEN,6.91,7.316,0.812,0.406,7.113,12.82,13.632,1.063338534,single,,,,,,,,,GREEN,8.641,9.021,0.76,0.38,8.831,16.282,18.042,1.108094829,GREEN,9.64,10.305,1.33,0.665,9.9725,18.28,19.61,1.072757112
109,XS843109a,302.1378904,303.1451754,COC(=O)C(NC(=O)C=1C=CC(=NC1)N2C=CN=C2)C(C)C,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
110,XS843107a,301.1538748,302.1611598,CN1C=CC(=C1)C(=O)N2CCCCC2C=3NN=CC3C(N)=O,single,,,,,,,,,GREEN,6.545,6.777,0.464,0.232,6.661,12.09,12.554,1.038378825,GREEN,9.11,9.925,1.63,0.815,9.5175,17.22,19.85,1.152729384,single,,,,,,,,
111,XS838057b,299.0906059,300.0978909,CCOC(=O)C1=COC(=N1)NC2COC=3C=C(C#N)C=CC32,GREEN,17.577,19.77,4.386,2.193,18.6735,34.154,38.54,1.12841834,check,,,,,,,,,GREEN,13.383,13.627,0.488,0.244,13.505,25.766,27.254,1.057750524,GREEN,19.865,20.983,2.236,1.118,20.424,38.73,40.966,1.057733023
112,XS843099a,303.1405333,304.1478183,CC1=CC(C)=NN1C2CCCN(C2)C(=O)CC3=CC=CS3,GREEN,10.247,10.466,0.438,0.219,10.3565,19.494,19.932,1.022468452,GREEN,10.4,11.18,1.56,0.78,10.79,19.8,21.36,1.078787879,GREEN,14.13,15.048,1.836,0.918,14.589,27.26,30.096,1.104035216,GREEN,12.519,13.294,1.55,0.775,12.9065,24.038,25.588,1.064481238
113,XS843100a,303.2310625,304.2383475,CC(C(=O)NC(C)(C)C)N1CCN(CC=2C=CC=CC2)CC1,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
114,XS416024b,300.1586259,301.1659109,COC=1C=CC(=CC1)C2=NOC(=N2)N3CCC4(CCNC4)C3,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
115,XS839585b,302.1100417,303.1173417,COC1(CNCC=2C=NC=C(F)C2)CCCS(=O)(=O)C1,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,3.647,4.904,2.514,1.257,4.2755,6.294,8.808,1.399428027
116,XS843105a,302.1742759,303.1815609,CCN1CCN(CC1C2=NC=CN2)C(=O)C=3C(C)=COC3C,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
117,XS744525b,301.1401969,302.1474819,CCNC(=O)C1CCCN(C1)C=2C=CC=C(N2)C(F)(F)F,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,check,,,,,,,,
118,XS843110a,305.1310312,306.1383162,CC=1N=CSC1C(=O)NC(C)C2=NN=C3CCCCCN23,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
119,XS840330b,305.112404,306.119689,CCOC(=O)C(NC(=O)C=1C=C(C)C=C(O)C1)C2=NN=NN2,GREEN,9.95,10.4,0.9,0.45,10.175,18.9,19.8,1.047619048,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
120,XS843102a,303.0929144,304.1001994,CC(NC(=O)C=1C=CC=CC1)C=2C=CC(=CC2)S(C)(=O)=O,GREEN,9.45,9.807,0.714,0.357,9.6285,17.9,18.614,1.039888268,single,,,,,,,,,check,,,,,,,,,GREEN,11.255,12.721,2.932,1.466,11.988,21.51,24.442,1.136308694
121,XS843098a,300.1950114,301.2022964,CC1C2=CC=CN2CCN1CC(=O)NC3(C#N)CCCCC3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
122,XS843103a,298.1139842,299.1212692,CC=1C=CC=C(C1)NC(=O)NC2CCSC=3C=CC=CC32,RED,,,,,,,,,GREEN,14.416,14.757,0.682,0.341,14.5865,27.832,28.514,1.024504168,single,,,,,,,,,GREEN,14.196,15.726,3.06,1.53,14.961,27.392,30.452,1.111711449
123,XS737839b,301.179027,302.186312,CC=1C=CC=CC1CN2CCN(CC2)C(=O)C3CCC(=O)N3,single,,,,,,,,,single,,,,,,,,,check,,,,,,,,,single,,,,,,,,
124,XS560871b,297.1841124,298.1913974,CNC1CCCN(C1)C(=O)C2=CC=C(C=3C=CC=CC3)N2C,GREEN,3.571,4.224,1.306,0.653,3.8975,6.142,7.448,1.212634321,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
125,XS683147b,304.1357823,305.1430673,CCN1C=NN=C1CNC(=O)C2=CSC=3CC(C)CCC23,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,13.728,14.1,0.744,0.372,13.914,26.456,27.2,1.028122165
126,XS843101a,304.189926,305.197211,CN1C=CC=C1C(=O)N2CCN(CC2)C3CCCCNC3=O,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
127,XS836730b,299.1633769,300.1706619,CNC(=O)NC(=O)C(C)N(C)CC=1C=CC2=CC=CC=C2C1,RED,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,9.352,10.735,2.766,1.383,10.0435,17.704,20.47,1.156235879
128,XS843104a,301.1038113,302.1110963,O=C(NC1CCCCNC1=O)C=2N=CC=CC2C(F)(F)F,single,,,,,,,,,GREEN,8.553,9.403,1.7,0.85,8.978,16.106,17.806,1.105550726,GREEN,10.82,11.452,1.264,0.632,11.136,20.64,22.904,1.109689922,GREEN,10.092,11.83,3.476,1.738,10.961,19.184,22.66,1.181192661
129,XS839649b,298.1542092,299.1614942,CC(C)C1=NC=2CCC(CC2N1)C(=O)N3N=CC(C#N)=C3N,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
130,XS657069b,303.1695249,304.1768099,CC1=NC(=CN1)C(=O)N2CCCC(C2)C3=NOC(=N3)C(C)C,GREEN,4.302,5.592,2.58,1.29,4.947,7.604,10.184,1.339295108,single,,,,,,,,,single,,,,,,,,,GREEN,6.558,9.275,5.434,2.717,7.9165,12.116,17.55,1.448497854
131,XS838852b,300.1222404,301.1295254,NC1COC2=CC(=NN2C1)C(=O)N3CCC=4C=CC(O)=CC43,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
132,DR000792b,298.1793613,299.1866463,CC(C)CC1CCN(C1)C(=O)C=2C=CC(=CC2)N3C=CN=N3,GREEN,16.164,17.042,1.756,0.878,16.603,31.328,33.084,1.056052094,GREEN,13.415,14.114,1.398,0.699,13.7645,25.83,27.228,1.054123113,GREEN,22.356,22.727,0.742,0.371,22.5415,43.712,45.454,1.039851757,GREEN,24.657,27.187,5.06,2.53,25.922,48.314,53.374,1.104731548
133,XS843108a,299.1997624,300.2070474,CC(C)C(C)(C#N)NC(=O)CN(CC=1C=CC=CC1)C2CC2,single,,,,,,,,,single,,,,,,,,,GREEN,11.842,12.696,1.708,0.854,12.269,22.684,25.392,1.119379298,GREEN,10.305,10.554,0.498,0.249,10.4295,19.61,20.108,1.025395207
134,XS843106a,304.1090888,305.1163738,CN1N=NC=C1CC(=O)N2CCCC2C=3C=CC(Cl)=CC3,single,,,,,,,,,GREEN,9.933,10.237,0.608,0.304,10.085,18.866,19.474,1.032227287,GREEN,16.562,19.534,5.944,2.972,18.048,32.124,39.068,1.216162371,GREEN,13.938,16.261,4.646,2.323,15.0995,26.876,31.522,1.172867986
135,XS702260b,299.1269914,300.1342764,CCC1=NC(CN2C(=O)CC(C)(C2=O)C=3C=CC=CC3)=NO1,GREEN,14.76,15.165,0.81,0.405,14.9625,28.52,29.33,1.028401122,GREEN,12.603,13.415,1.624,0.812,13.009,24.206,25.83,1.067090804,check,,,,,,,,,GREEN,23.794,28.639,9.69,4.845,26.2165,46.588,56.278,1.207993475
136,XS843118a,310.1793613,311.1866463,O=C(NC1CCCC2=C1C=NN2CC=3C=CC=CC3)N4CCC4,single,,,,,,,,,GREEN,9.943,10.6,1.314,0.657,10.2715,18.886,20.2,1.069575347,single,,,,,,,,,GREEN,14.693,16.298,3.21,1.605,15.4955,28.386,31.596,1.113083915
137,XS843115a,312.0779926,313.0852776,O=C(NCC=1C=CC=2OCOC2C1)NC3CCS(=O)(=O)C3,GREEN,9.18,9.73,1.1,0.55,9.455,17.36,18.46,1.063364055,single,,,,,,,,,single,,,,,,,,,GREEN,11.562,16.782,10.44,5.22,14.172,22.124,32.564,1.471885735
138,XS843113a,310.0680753,311.0753603,O=C(CC=1C=CC=C(Br)C1)NCC2CCCNC2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
139,XS843114a,309.0680326,310.0753176,CC1=NOC(=N1)C2CCN(C2)C(=O)C=3C=CC(Cl)=CC3F,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
140,XS545771b,313.1538748,314.1611598,CC1=NOC(CC2(O)CCCN(C2)C=3N=C(C)C=CC3C#N)=N1,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,13.775,14.368,1.186,0.593,14.0715,26.55,27.736,1.044670433
141,XS843111a,308.1637113,309.1709963,CC=1C=CC=2NC(=CC2C1)C(=O)N3CCCC(C3)N4C=CN=C4,GREEN,7.122,9.988,5.732,2.866,8.555,13.244,18.976,1.432799758,single,,,,,,,,,single,,,,,,,,,GREEN,9.831,11.638,3.614,1.807,10.7345,18.662,22.276,1.193655557
142,XS837883b,312.1197958,313.1270808,NC(CNC(=O)C1=CC=CN2C=C(N=C12)C(F)(F)F)C3CC3,RED,,,,,,,,,RED,,,,,,,,,GREEN,5.544,10.849,10.61,5.305,8.1965,10.088,21.698,2.150872324,RED,,,,,,,,
143,XS838010b,313.1038113,314.1110963,CN(CC=1C=NNC1)C(C(=O)O)C=2C=CC(=CC2)C(F)(F)F,GREEN,4.623,5.094,0.942,0.471,4.8585,8.246,9.188,1.114237206,single,,,,,,,,,RED,,,,,,,,,GREEN,4.225,4.698,0.946,0.473,4.4615,7.45,8.396,1.126979866
144,XS843119a,310.1292978,311.1365828,O=C(CC1=CNC=2C=CC=CC12)N3CCCC(C3)C(F)(F)F,RED,,,,,,,,,GREEN,9.659,12.007,4.696,2.348,10.833,18.318,23.014,1.256359865,RED,,,,,,,,,RED,,,,,,,,
145,XS843116a,307.1419728,308.1492578,COC=1C=C(C=CC1OC(C)C(=O)NC2CCCC2)C(=O)O,single,,,,,,,,,GREEN,9.537,9.744,0.414,0.207,9.6405,18.074,18.488,1.022905832,GREEN,11.209,12.509,2.6,1.3,11.859,21.418,25.018,1.168082921,GREEN,10.658,11.553,1.79,0.895,11.1055,20.316,22.106,1.088107895
146,XS838590b,311.1382248,312.1455098,CC1=NOC(=N1)C(NC=2C=NN3CCCOC23)C=4C=CC=CC4,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,13.321,13.578,0.514,0.257,13.4495,25.642,26.156,1.020045238
147,XS840955b,308.1273258,309.1346108,O=C(NC=1C=CC=C2C=COC12)C=3C=NC(=NC3)C4CCCN4,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,5.684,6.325,1.282,0.641,6.0045,10.368,11.65,1.123649691
148,XS843120a,305.1739416,306.1812266,COC=1C=CC(=CC1)NC(=O)NC(C)C(=O)NC2CCCC2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
149,XS735582b,306.1401989,307.1474839,CC(C)(C)NC(=O)C1CSCN1C(=O)CC=2C=CC=CC2,GREEN,10.151,10.668,1.034,0.517,10.4095,19.302,20.336,1.053569578,GREEN,10.275,10.6,0.65,0.325,10.4375,19.55,20.2,1.033248082,GREEN,11.676,12.677,2.002,1.001,12.1765,22.352,25.354,1.134305655,GREEN,11.715,13.266,3.102,1.551,12.4905,22.43,25.532,1.138296924
150,XS837113d,309.1477268,310.1550118,COC=1C=CC2=CC(=CC=C2C1)C(=O)NC(C)C=3C=NN(C)C3,GREEN,11.442,12.104,1.324,0.662,11.773,21.884,23.208,1.060500823,single,,,,,,,,,single,,,,,,,,,GREEN,15.163,19.21,8.094,4.047,17.1865,29.326,37.42,1.276000818
151,XS840582b,311.0836826,312.0909676,CN1C=C(C=N1)CC(=O)NC(CO)C=2C=CC(Cl)=C(F)C2,GREEN,8.089,8.487,0.796,0.398,8.288,15.178,15.974,1.052444327,GREEN,7.719,8.094,0.75,0.375,7.9065,14.438,15.188,1.051946253,GREEN,8.781,9.041,0.52,0.26,8.911,16.562,18.082,1.091776356,GREEN,8.487,9.793,2.612,1.306,9.14,15.974,18.586,1.163515713
152,XS843117a,306.2055761,307.2128611,CC=1C=NC(=CN1)C(=O)NCC(CC(C)C)N2CCOCC2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
153,XS843112a,309.1589602,310.1662452,CC=1C=CC(=CC1)C2=NC(=CO2)CNC3CCC4=NC=NN4C3,check,,,,,,,,,single,,,,,,,,,GREEN,8.51,8.851,0.682,0.341,8.6805,16.02,17.702,1.104993758,RED,,,,,,,,
154,XS621655b,312.2062448,313.2135298,CN1N=CC=C1C2CCCN(C2)C=3C=C(N=CN3)NCC4CC4,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
155,XS837438b,307.0990624,308.1063474,CN=S(C)(=O)C=1C=CC=C(C1)NC(=O)C=2N=C(C)OC2C,single,,,,,,,,,GREEN,8.706,8.906,0.4,0.2,8.806,16.412,16.812,1.02437241,GREEN,14.411,15.087,1.352,0.676,14.749,27.822,30.174,1.084537416,GREEN,13.247,14.809,3.124,1.562,14.028,25.494,28.618,1.122538637
156,XS841268b,306.1038134,307.1110984,CN1C(=NC(=O)COCC2CCCO2)SC=3C=CC=CC31,GREEN,18.55,19.263,1.426,0.713,18.9065,36.1,37.526,1.039501385,GREEN,14.379,14.805,0.852,0.426,14.592,27.758,28.61,1.030693854,GREEN,17.726,18.924,2.396,1.198,18.325,34.452,37.848,1.098571926,GREEN,19,19.172,0.344,0.172,19.086,37,37.344,1.009297297
157,XS836470b,310.1429758,311.1502608,CC1CCC2=NNC(C(=O)OCC3=CC=CN4N=CC=C34)=C2C1,GREEN,19.166,22.676,7.02,3.51,20.921,37.332,44.352,1.18804243,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
158,XS837367c,313.139054,314.146339,CN1N=CC=2C=CC(=CC21)CNC=3C=CC=CC3C4CC4(F)F,single,,,,,,,,,GREEN,15.949,16.461,1.024,0.512,16.205,30.898,31.922,1.033141304,single,,,,,,,,,single,,,,,,,,
159,XS549090b,311.1633769,312.1706619,COC=1C=CC2=C(C1)CCN2C(=O)C=3C=NN4CCC(C)CC34,GREEN,21.563,25.922,8.718,4.359,23.7425,42.126,50.844,1.206950577,GREEN,16.743,17.612,1.738,0.869,17.1775,32.486,34.224,1.053499969,GREEN,24.441,25.197,1.512,0.756,24.819,47.882,50.394,1.052462303,RED,,,,,,,,
160,XS842150b,308.0386263,309.0459113,O=C(NCC1CCC=CO1)C2=CC=3C(Cl)=CN=CC3S2,GREEN,15.078,15.843,1.53,0.765,15.4605,29.156,30.686,1.052476334,check,,,,,,,,,GREEN,18.517,18.787,0.54,0.27,18.652,36.034,37.574,1.042737415,GREEN,20.306,21.146,1.68,0.84,20.726,39.612,41.292,1.04241139
161,XS330512b,312.1586259,313.1659259,CCC1=CC(=O)NC(=N1)C=2C=CC=C(C2)NC(=O)C3CCCN3,single,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,,RED,,,,,,,,
162,XS843123a,319.2372105,320.2444955,CC(C)CN1CCN(CC1)C2CCCN(C=3C=NN(C)C3)C2=O,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
163,XS843130a,316.1647739,317.1720589,CC1CN(CCO1)C=2C=CC(=CN2)CNC(=O)NC=3C=NNC3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,RED,,,,,,,,
164,XS837532b,314.1279944,315.1352794,C1=C(N=NN1C2CCC=3C=CC=NC32)C=4C=NC5=CC=CC=C5N4,GREEN,11.079,22.421,22.684,11.342,16.75,21.158,43.842,2.072124019,GREEN,13.671,13.914,0.486,0.243,13.7925,26.342,26.828,1.018449624,GREEN,24.495,26.044,3.098,1.549,25.2695,47.99,52.088,1.08539279,RED,,,,,,,,
165,XS843124a,315.1331394,316.1404244,O=C(CN1N=C2C=CC=CN2C1=O)NC3CCN(C3=O)C4CC4,single,,,,,,,,,single,,,,,,,,,GREEN,14.275,16.211,3.872,1.936,15.243,27.55,32.422,1.176842105,GREEN,12.424,16.447,8.046,4.023,14.4355,23.848,31.894,1.337386783
166,XS715900b,313.179027,314.186312,CC(C(=O)NC=1C=CC=CC1)N2CCN(CC3=CC=CO3)CC2,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
167,XS843132a,318.2055761,319.2128611,CC(C)NC(=O)NCC=1C=CC(=CC1)N2CCCC(C2)C(N)=O,single,,,,,,,,,GREEN,5.145,5.575,0.86,0.43,5.36,9.29,10.15,1.092572659,GREEN,7.621,8.581,1.92,0.96,8.101,14.242,17.162,1.205027384,GREEN,7.896,8.554,1.316,0.658,8.225,14.792,16.108,1.088967009
168,XS843126a,316.189926,317.197211,CCN1CCN(CC1C2=NC=CN2)C(=O)CCC3=CC=C(C)O3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
169,XS843121a,318.1150468,319.1223318,CC1=CSC(=N1)C2CCCCN2C(=O)C=3C=CC(=O)N(C)N3,single,,,,,,,,,single,,,,,,,,,GREEN,21.649,23.221,3.144,1.572,22.435,42.298,46.442,1.097971535,GREEN,15.698,16.571,1.746,0.873,16.1345,30.396,32.142,1.057441769
170,XS842034b,314.1742759,315.1815609,CC(C)C=1N=CC(=CN1)CN(C)C(=O)C(C)OC=2C=CC=CN2,single,,,,,,,,,single,,,,,,,,,GREEN,12.696,12.889,0.386,0.193,12.7925,24.392,25.778,1.056821909,single,,,,,,,,
171,XS837966b,318.1613283,319.1686133,CCC1(CNC(=O)N2CCOC(CS(C)(=O)=O)C2)CCC1,GREEN,9.161,9.883,1.444,0.722,9.522,17.322,18.766,1.083362198,check,,,,,,,,,GREEN,11.355,12.186,1.662,0.831,11.7705,21.71,24.372,1.122616306,GREEN,11.13,13.671,5.082,2.541,12.4005,21.26,26.342,1.239040452
172,XS420698b,317.098726,318.106011,CN1CC(CC1=O)C(=O)NC=2C=CC(=NC2)OCC(F)(F)F,GREEN,10.132,13.894,7.524,3.762,12.013,19.264,26.788,1.39057309,check,,,,,,,,,GREEN,9.818,10.069,0.502,0.251,9.9435,18.636,20.138,1.080596695,GREEN,13.766,18.695,9.858,4.929,16.2305,26.532,36.39,1.371551334
173,XS843122a,319.1354479,320.1427329,CC1=CSC(=N1)C2CCCCN2C(=O)C=3N=COC3C(C)C,single,,,,,,,,,single,,,,,,,,,GREEN,14.702,15.349,1.294,0.647,15.0255,28.404,30.698,1.080763273,GREEN,13.615,14.617,2.004,1.002,14.116,26.23,28.234,1.076401067
174,XS843131a,315.194677,316.201962,CC=1C=C(NC(=O)C(C)N(C)CCCCC=2C=CC=CC2)ON1,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,7.159,7.45,0.582,0.291,7.3045,13.318,13.9,1.043700255
175,XS843127a,319.1132332,320.1205182,NC(=O)C1=CC(=CN1)C(=O)N2CCC(F)(C2)C=3C=CC(F)=CC3,GREEN,10.534,11.874,2.68,1.34,11.204,20.068,22.748,1.133545944,GREEN,10.199,10.637,0.876,0.438,10.418,19.398,20.274,1.045159295,GREEN,11.238,11.989,1.502,0.751,11.6135,21.476,23.978,1.116502142,GREEN,12.385,15.354,5.938,2.969,13.8695,23.77,29.708,1.249810686
176,XS842372b,317.185175,318.19246,CN1C=CC(=N1)C=2NN=CC2C(=O)NCCC3COC(C)(C)C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
177,XS843133a,318.1379707,319.1452557,O=C(NC=1C=CC=C(F)C1)N(CC2=CC=CO2)CC3CCCO3,GREEN,14.164,14.51,0.692,0.346,14.337,27.328,28.02,1.025322014,single,,,,,,,,,check,,,,,,,,,GREEN,20.306,22.368,4.124,2.062,21.337,39.612,43.736,1.104109866
178,XS838679b,317.1627082,318.1699932,COC(=O)C1CCC=2C=C(C=CC2N1CC3=CCCOC3)OC,check,,,,,,,,,GREEN,14.472,14.967,0.99,0.495,14.7195,27.944,28.934,1.035427999,GREEN,18.28,18.487,0.414,0.207,18.3835,35.56,36.974,1.03976378,GREEN,17.556,19.564,4.016,2.008,18.56,34.112,38.128,1.117729831
179,XS843125a,318.0849698,319.0922548,CN1CC(CCC1=O)NS(=O)(=O)CC=2C(F)=CC=CC2F,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,10.4,11.265,1.73,0.865,10.8325,19.8,21.53,1.087373737
180,XS843129a,319.1532062,320.1604912,O=C(NCCC=1C=CC=2OCOC2C1)NC3CCCCNC3=O,single,,,,,,,,,GREEN,11.009,11.629,1.24,0.62,11.319,21.018,22.258,1.05899705,GREEN,12.696,13.724,2.056,1.028,13.21,24.392,27.448,1.125286979,GREEN,17.882,23.134,10.504,5.252,20.508,34.764,45.268,1.302151651
181,XS837098b,316.0993968,317.1066818,CCC(NC(=O)C=1N=C(SC1C)C2=CC=CO2)C3=NC=CN3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
182,XS841653b,314.0990603,315.1063453,CC(O)(C(=O)NCC=1C=CC=CC1N2C=NC=N2)C(F)(F)F,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
183,XS843128a,315.1582915,316.1655765,CCOC(=O)CN1C(=NC=2C=CC=CC21)C3CC(=O)N(CC)C3,single,,,,,,,,,GREEN,8.6,9.583,1.966,0.983,9.0915,16.2,18.166,1.121358025,GREEN,11.939,12.509,1.14,0.57,12.224,22.878,25.018,1.093539645,GREEN,11.023,11.419,0.792,0.396,11.221,21.046,21.838,1.037631854
184,XS840112b,316.1357823,317.1430673,CC1C(=O)N(C)CCN1CC2=CSC(=N2)NC=3C=CC=CC3,GREEN,7.316,8.922,3.212,1.606,8.119,13.632,16.844,1.235622066,single,,,,,,,,,single,,,,,,,,,GREEN,11.83,16.792,9.924,4.962,14.311,22.66,32.584,1.437952339
185,XS839792b,315.1104563,316.1177413,O=S(=O)(C=1C=CC=CC1N2CCCC(C2)C3CC3)C(F)F,check,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,15.144,15.382,0.476,0.238,15.263,29.288,29.764,1.01625239
186,XS837027b,317.1375561,318.1448411,O=C(C=1C=NC=C2C(=O)NC=CC12)N3CCCC(C3)OCCO,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,GREEN,8.478,9.64,2.324,1.162,9.059,15.956,18.28,1.145650539
187,XS839701b,315.0266817,316.0339667,CC1=CC=C(O1)C2CSCCN2CC=3N=NSC3Cl,GREEN,13.147,13.952,1.61,0.805,13.5495,25.294,26.904,1.063651459,single,,,,,,,,,GREEN,15.291,15.545,0.508,0.254,15.418,29.582,31.09,1.050976945,GREEN,17.662,18.609,1.894,0.947,18.1355,34.324,36.218,1.055180049
188,XS843138a,321.1477268,322.1550118,O=C(NCCC1=NC=2C=CC=CC2N1)C3COC=4C=CC=CC4C3,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,,single,,,,,,,,
189,XS841434b,321.1201301,322.1274151,N#CC=1C=C(C=CC1C(F)(F)F)N2CCCC(C2)N3C=NC=N3,single,,,,,,,,,GREEN,12.131,12.463,0.664,0.332,12.297,23.262,23.926,1.028544407,GREEN,15.818,18.778,5.92,2.96,17.298,30.636,37.556,1.225878052,single,,,,,,,,
